,ID,company_name,date,description,jobtitle,source,NewJobTitles,Intern,Junior,Intermediate,Senior,clusters
11,12,BigRep,2017-10-02,"Responsibilities:
The Head of Software will be Berlin-based and manage and coordinate a cross-discipline team of developers to create the next generation of 3D printing toolpath, UI, and motion control systems.
This position will manage three internal teams (control systems, tool-pathing, user interface). These teams who work in close coordination to build a world-class industrial workflow for large format 3D printing.
The best candidate for this role will have experience working closely in a multidisciplinary environment, and especially with mechanical engineering, materials engineering, product development and customer support, to create seamless integrated systems of the highest quality and reliability.
Qualifications:

3+ years previous work experience in 3D printing, scanning, image processing, or CAD systems
3+ years experience managing development teams (5-10 people)
Bachelor’s degree in mechatronics or software engineering
Experience delivering results in start-up style environment, while establishing professional methods and work processes
Experience in motion control systems, or workflow development
Development experience in 2+ modern languages (C++, Python, Go, Javascript)
Hands on coding and code review
Team leadership and team building (as the team expands)
Fluent English and German a plus

Additional Skills Good to Have:

Experience delivering libraries or interfaces
Ability to deal with suppliers or sub-contractors
Knowledge in selecting control systems
Experience in 3D printing, CAD, or computational geometry",head software,Berlin Startup Jobs,head software,False,False,False,True,16
12,13,FinReach,2017-10-02,"Your Role & Responsibilities

You deliver feature-complete product increments, working on the Back-end (microservice) components of our products, making them better performing and more user friendly;
You take ownership over specific system components while proactively and continuously improving them;
You participate in the maintenance of our CI/CD infrastructure together with your team-members;
You push automatically tested code into production on a daily basis as part of our continuous delivery pipeline;
You thrive for pragmatic perfection, paying attention to details of security, scalability, performance and fault-tolerance;
You’re eager to learn, passionate about technology and happy to improve existing products and processes;
You’re motivated to work with, and guide teammates towards common success.

Our Perfect Match

University degree in Computer Science or a similar Engineering field;
Min. 4 years of Ruby on Rails professional experience, with interest in UI frameworks (preferably React/Redux);
You love to solve complex problems and are able to optimize competing priorities;
Very good communication skills with a high English proficiency;
Very strong in both, with a focus on at least one:

Ruby on Rails;
ECMAScript 6, React, Redux, Redux Thunk, Bower, Babel, Webpack;


You’re interested in one of the following fields:

Data analysis with Python, Numpy, Pandas;
DevOps with Ansible/Saltstack or similar.



About Us

Our current Ruby stack: Ruby on Rails, Passenger, Mongoid, Capybara, MongoDB, Elasticsearch, Git, Travis CI and Ansible CM;
Currently many of our interfaces use AngularJS and a Java stack with Spring;
Our team is fun, talented, international and experienced mix of engineers and entrepreneurs; our employees have a big impact on the further development of our company;
We support an inclusive workplace; enabling everyone to excel based on personal merit, qualifications, experience, ability, and job performance;
We’ll support you in relocation, getting a work permit and other administrative issues if needed;
We believe hard work and success deserve to be celebrated—both in and out of the office.

Apply online with your one-page CV or LinkedIn profile and your GitHub account.
We look forward to getting to know you!",senior ruby backend developer (m f),Berlin Startup Jobs,senior ruby backend developer ,False,False,False,True,21
13,14,SlideSync,2017-10-02,"Your role
As part of our engineering team, you manage and extend our suite of Chef cookbooks and help assure the day-to-day operations of our platform on AWS (Chef/OpsWorks). Furthermore, you participate in the conception and implementation of new features in the Rails codebase.
Here’s what we are looking for in a candidate:

You have solid skills in Linux administration and scripting, ideally DevOps / Amazon Web Services experience
You have solid experience in networking aspects, especially when it comes to security and high availability
Ideally, you have initial experience with web application frameworks, preferably Ruby on Rails
You’re a good communicator for both internal and client concerns
You have successfully completed a degree in Computer Science
Our working language is English, but you should have basic German skills and/or be eager to improve them

About us
MediaEvent Services puts live events on the web since 1999. Renowned brands like Lufthansa, Deutsche Bahn, Deutsche Bundesbank and Hugo Boss trust us with their critical live video communication for events such as press conferences and employee townhalls.
Our technology stack
We use a diverse set of current and upcoming technologies — this means you’ll learn a lot in many areas:

We host on AWS OpsWorks with nginx/Passenger and are official AWS partners. We help you attain AWS certifications.
We monitor with Prometheus (previously: Datadog and New Relic).
We develop in Rails 5, Sass/SCSS, Bootstrap and work with SQL/NoSQL databases as well as custom and off-the-shelf video streaming infrastructure.
We test with RSpec, Cucumber and Jenkins.

How we work
Everybody’s contributions are honored and we entrust you with responsibilities from day one. Many challenges – small and large – are yours to take.
We deliver continuously, synchronize often (standups, code review) and integrate our customers and the whole team into the development process. We are tool agnostic and leave it up to you to choose the best framework/library/editor for the job.
Our working language is English but we are happy to help you learn German. Our staff is permanent and works 4 to 5 days a week. Overtime is kept to a minimum.
We’re most productive in the office — this also helps with code review and learning.
We are a bunch of experienced, down-to-earth IT and video people. You can have beers with us.",devops engineer (m f) lin – chef opsworks,Berlin Startup Jobs,devops engineer  berlin – chef opsworks,False,False,False,False,3
14,15,GameDuell,2017-10-02,"Your Tasks

Report, investigate and follow up on bugs for the full life cycle
Assess, measure and report on the overall quality of a product and actively participate in its development
Write, update and carry out test plans and test cases for web and mobile

What we expect

Solid knowledge of bug tracking tools (like JIRA) and knowledge sharing tools (like Confluence)
Outstanding understanding of the current gaming trends in F2P
At least 3 years of professional experience as a QA tester
Understanding of the software development process in an agile environment
Experience as embedded QA with iOS, Android and/or HTML 5 clientsis a plus
Preferably: experience in mobile testing
Fluent English is mandatory

What we offer

Engaging tasks and new challenges
Independent work with interesting possibilities for your personal development
A versatile, friendly and international team that guarantees fun on the job
One of the best working spaces in Berlin: our office in Mitte! Includes free soft drinks, fruit, pool table, table tennis, game events, sports courses and a rooftop terrace
Flexible working hours

Contact us
http://inside.gameduell.com/jobs/engineering/quality-assurance-team-member/?ref=bsu
We look forward to receiving your application, including possible starting date. Please send your application as PDF via e-mail to Mr. Chi Pham (jobs-bsu@gameduell.de) with the subject line ‘Quality Assurance Team Member’.
Please note that applications sent by post will not be processed and cannot be returned.",quality assurance team mem,Berlin Startup Jobs,quality assurance team member,False,False,False,False,24
15,16,Sauce Labs,2017-10-02,"The mobile real device cloud enables enterprise customers to run manual and automated functional tests on a high scale against different Android and iOS real devices in our datacenter. You’ll be a critical player in this agile development team, working closely with the Product Owner, Scrum Master and other outstanding mobile device cloud engineers to create great outcomes and drive the future of our mobile real device cloud.
Responsibilities:

Work on a cross functional development team and participate in shaping the technical direction of Sauce Labs mobile real device cloud
Participate in the entire development lifecycle, from planning through implementation, documentation, testing, and deployment, all the way to monitoring.
Produce high quality, maintainable code with great test coverage.
Make intelligent choices for the adoption of new technologies based on your extensive experience.
Enable massive scalability and performance of the Sauce Labs real device cloud product while ensuring a perfect customer experience
Protect our systems and our data from exploits, DDOS attacks, or other security vulnerabilities
Create visibility into services and systems through the application of business intelligence and monitoring tools and methodologies.

Preferred Experience and Background:

3+ years experience as Java software engineer, including distributed systems and online services
Solid understanding of micro services, REST APIs and databases
Familiarity with agile software development
Strong sense of ownership and passion for engineering great products with stellar user experiences",java software engineer (m f),Berlin Startup Jobs,java software engineer ,False,False,False,False,6
16,17,IPlytics,2017-10-02,"About Us
IPlytics is a Berlin based Big Data Startup that develops a SaaS Solution (IPlytics Platform) to predict technology trends and analyze market developments. Our software visualizes millions of data points which helps companies to turn data into action to make better business decisions. Our clients include companies from any tech-related branches such as Automobile, ICT or Biotech. Our office is an awesome and super modern open space located in the vibrant heart of Berlin-Kreuzberg. We are a young, dynamic and interdisciplinary company and believe in innovative work approaches. In an inspiring working atmosphere we offer you highly motivated team members, flat hierarchies, freedom and the opportunity to play a key role in the extension of our product.
Job Description
We are looking for cutting-edge front-end experts who are willing to take responsibility in a powerful startup environment to push forward the boundaries in front-end development. This role’s focus will be a lot of development in Javascript, CSS and React, while offering much freedom in terms of development and design. You will work on an intelligent team comprised of smart and talented software designers and engineers, supervising the frontend aspects of our product with high self-responsibility. The role offers a lot of freedom and responsibility in initiating the introduction of new technologies to our company. Starting this September/October we plan to introduce a completely new interface and logic to our existing software, which will be mostly based on Javascript and React. We are looking for someone who is willing and has a great mind to take responsibility for this challenging project.
Responsibilities

Take over the lead-role in developing the new frontend of our SaaS-tool
Develop and implement algorithms for data visualization
Code and implement UI layouts using various JavaScript frameworks
Plan, architect, integrate and develop efficient and transferable front-end features/systems
Further design and visualize a big data architecture for IPlytics Platform; with the ability of enriching important and vital business decisions through data analytics
Collaborate with Backend Developers and Designers to iterate on new and existing features of the IPlytics web platform and ensure smooth implementation
Perform code reviews and provide feedback to other developers to maintain a quality codebase and product
Self-responsible supervision of any front-end aspects closely cooperating with our CTO
Mentoring and technical guidance of our Junior Frontend developers

Requirements

At least 2 years of professional front-end development experience in building large software systems
Excellent knowledge of Javascript, HTML5, CSS3 ,JS and AJAX
At least basic to mid-level knowledge of React
Professional experience in developing big data visualizations and user interfaces
Good knowledge of common libraries and frameworks like JQuery, Bootstrap and D3.js
Professional experience with responsive design
Hands-on experience with common IDEs and Issue-Tracking Tools
Top-tier skills in common Test-Frameworks like Jasmine and Selenium
Teamwork skills with a problem-solving attitude
Clean & well-documented code is your most important principle
You are bent on technology and have a trained eye for pixel-perfect & cross-browser compatible implementations
Get-Things-Done-Attitude, responsible, goal-oriented and committed to delivery, team player
You‘re highly motivated to continually advance your skills
100% reliable personality, willing to take over great responsibility for our product and progress
University degree in computer science / software engineering or equivalent qualification

Our Offer

A unique chance of driving the international growth of our company with your own ideas and creativity
Insights in the B2B market and direct cooperation with our management team
Challenging and versatile tasks
The chance to build something from scratch
An open-minded, young and highly motivated team
Flat hierarchies and self-responsibility
Creative environment and a super modern office in the vibrant heart of Berlin-Kreuzberg
Free fruits & drinks

If you are interested in this challenging position and environment, get in touch with us. Please include a CV and/or work samples/references and a few lines why you are the best person for the job.
Contact: IPlytics | Rosann Brandt",front end javascript developer,Berlin Startup Jobs,front end javascript developer,False,False,False,False,22
17,18,ChartMogul,2017-10-02,"We are looking for a full-time Lead Engineer – Data Processing (m/f) to join our Data Processing team.
THE VACANCY:
You will be responsible for scaling our data processing pipeline, which takes the raw transaction data from our customers’ billing providers or their API integrations, and produces the higher level data that underlies the analytics we provide.
At present, the data processing pipeline is 2 monolithic Ruby on Rails applications, and sees peak loads of around 100 transactions per second. Over the coming year, we’re going to break this down into high-performance microservices, most likely written in Go, to massively increase the throughput and decrease the latency our customers see.
The Data Processing team currently consists of 5 engineers, but we’re planning to grow it to 8 engineers plus this Lead Engineer role.
WHAT WE’RE LOOKING FOR:

Experience in scaling web applications that deal with large amounts of data and in in the monolith-to-microservices transition
Significant experience in high-throughput production systems
Experience delivering production software in at least 2 differing languages (Go and Ruby preferred, but not mandatory)
Several years production experience in service-based environments
Strong architectural skills
Experience leading a team of engineers
Fluent professional English

NICE TO HAVE:

Experience with message queues such as RabbitMQ, ZeroMQ or Kafka
Exposure to data processing pipelines such as Apache Storm or Kafka Streams
DevOps experience

OUR BENEFITS:

Flexible working hours
Snacks & drinks in the office and a lounge area
Discount for a gym membership near the office
Annual education budget of 1000 €
Multiple small team events and one big offsite per year

 Did we spark your interest? Apply now!",lead engineer softwareentwickler software developer (m w) für data processing vollzeit,Berlin Startup Jobs,lead engineer softwareentwickler software developer  für data processing vollzeit,False,False,False,True,4
18,19,Priori Data,2017-10-02,"COMPANY DESCRIPTION
Priori Data is a Berlin-based app market intelligence company. We help our partners and clients make data driven decisions around the app economy by providing download, revenue and usage estimates for every relevant app and game, as well as tools for keyword optimization (ASO). Various stakeholders in the app economy rely on our products, including top developers, large brands, leading venture capital firms and consultancies.
YOUR RESPONSIBILITIES

You will be working closely with our data, dev and product teams on the development of new models and platform features.
You will help maintain and improve the statistical models that form the core of our product.
You will work with NoSQL database technologies at big data scale and contribute to the development of our data pipeline.
You will take initiative in gathering domain-specific knowledge about our in-house infrastructure as well as the broader industry.
You will make our team stronger by contributing your ideas/personal approach.

YOUR QUALIFICATIONS

You have a solid background in statistics and a degree in a quantitative discipline such as Statistics, Economics or IT. (Masters degree preferred.)
You have a keen interest in learning about the mobile app economy.
You have 3+ years experience with modeling real-world data using statistics and machine learning.
You are fully comfortable coding in R and/or Python and SQL.
Experience with Google Cloud Platform products and services would be a plus.
You are able to communicate your findings clearly to both tech and non-tech audiences. (We are an English-speaking office so German is not required.)
You are a self-starter who will take initiative to improve and streamline our existing processes.

WHAT WE OFFER

The opportunity to work with an ambitious and easy­-going team representing 18 different nationalities and a diverse set of professional backgrounds.
Monday morning team breakfasts, Wednesday lunchtime workouts, Friday evening team beers and all sorts of other opportunities to hang out and socialize with the coolest coworkers in Berlin! Our most important asset is our culture.
A friendly, creative and flat work environment that encourages knowledge acquisition and sharing through lunch & learns, hackathons and general freedom of technical and methodological decision-making.
Flexible working hours and vacation policy.

INTERESTED?
We look forward to receiving your complete application including your CV and earliest possible starting date, via email to jobs@prioridata.com. Please visit www.prioridata.com for more info.",data scientist (m w) full time,Berlin Startup Jobs,data scientist  full time,False,False,False,False,33
19,20,Priori Data,2017-10-02,"COMPANY DESCRIPTION
Priori Data is a Berlin-based app market intelligence company. We help our partners and clients make data driven decisions around the app economy by providing download, revenue and usage estimates for every relevant app and game, as well as tools for keyword optimization (ASO). Various stakeholders in the app economy rely on our products, including top developers, large brands, leading venture capital firms and consultancies.
YOUR RESPONSIBILITIES

You will be working closely with our data, dev and product teams on the development of new models and platform features.
You will help maintain and improve the pipelines and processes that deliver the data which forms the basis of our product.
You will work with NoSQL database technologies at big data scale.
You will lead the effort to optimize our current processes using the latest technologies and best practices.
You will make our team stronger by contributing your ideas/personal approach.

YOUR QUALIFICATIONS

You have a degree in an IT-focused discipline such as Computer Science, Applied Statistics or IT.
You have 2+ years experience with scaling data models to production and building/maintaining pipelines and ETL processes, including setting up the appropriate reporting and alerting.
You have experience with some or all of our tech stack which includes: Python (required), SQL (required), BigQuery, ElasticSearch, Python Celery, Airflow, Datadog, R, Google Cloud Platform products and services.
Experience with other Big Data technologies such as Spark and Hadoop a plus.
Experience with DevOps a plus.
You are a self-starter who will take initiative to improve and streamline our existing processes.

WHAT WE OFFER

The opportunity to work with an ambitious and easy­-going team representing 18 different nationalities and a diverse set of professional backgrounds.
Monday morning team breakfasts, Wednesday lunchtime workouts, Friday evening team beers and all sorts of other opportunities to hang out and socialize with the coolest coworkers in Berlin! Our most important asset is our culture.
A friendly, creative and flat work environment that encourages knowledge acquisition and sharing through lunch & learns, hackathons and general freedom of technical and methodological decision-making.
Flexible working hours and vacation policy.

INTERESTED?
We look forward to receiving your complete application including your CV and earliest possible starting date, via email to jobs@prioridata.com. Please visit www.prioridata.com for more info.",data engineer (m w) full time,Berlin Startup Jobs,data engineer  full time,False,False,False,False,7
20,21,eGym,2017-10-02,"Your daily workout

You are part of our agile Site Reliability Engineering (SRE) Team and you focus on improving the instrumentation and resiliency of our systems
You help us to break up our monolithic application into microservices
You take on diverse technical problems and work on tasks that enable you to continuously learn new things

Your fitness level

You hold a B.Sc. / M.Sc. degree in a relevant technical field or have comparable knowledge
You bring good coding skills in either Java, Python or Golang
You have an understanding of Linux system internals, are familiar with the TCP/IP stack, network routing and load balancing
You approach troubleshooting systematically and have a deep sense of ownership for whatever you work on

The equipment we provide (visit us on kununu and Glassdoor)

Enjoy to be part of our fast-growing start-up company
Use 10% of your time on self-guided projects of your choice
Work in a motivated and ambitious team
Develop your skills with challenging and diverse tasks and our personal development programs
Profit from lots of flexibility, little bureaucracy
Be able to freely schedule your working hours

Your personal trainer
eGym develops, manufactures and sells advanced software and hardware products for the fitness market. We develop electronic fitness machines and mobile applications connected to our cloud infrastructure. Our iPad app allows the trainers to support the members more effectively by giving them access to workout schedules and training results. Users are enabled to track their training progress using our fitness machines and mobile apps.
Apply now at jobs@egym.de (Cover Letter, CV, references and earliest possible start date in one PDF file) and specify the job ID #412.
Contact: Alexandra Stangl
For further vacancies: https://career.egym.com/",senior devops engineer –  (m f) [#412],Berlin Startup Jobs,senior devops engineer – ber  [#412],False,False,False,True,3
21,22,Senacor Digital Coders Berlin,2017-10-02,"Senacor Digital Coders Berlin
Digital Coders Berlin ist eine neue Software-Entwicklungseinheit der Senacor Technologies AG, die von der Erprobung neuer Technologien, über Prototypenbau bis zur Umsetzung und den Anwendungsbetrieb digitale Softwareprodukte konzipiert und für unsere Kunden liefert.
Wir arbeiten in Berlins Mitte in agilen Teams mit neuen Technologien, sehr guter Arbeitsumgebung und passendem Equipment. Dabei sind wir digital, arbeiten mit Passion, sind innovativ und mutig, liefern immer exzellent und schätzen die Zusammenarbeit im Team.
Unsere Lösungen sind anspruchsvoll und zeichnen sich durch moderne Technologien / Konzepte wie Simplicity, Reactive Architectures, Vertical Scaling, Polyglot Persistence, Zero-Downtime, Agile/Lean Development, Continuous Delivery, DevOps, Cross-Functional Teams und Design Thinking aus.
Senacor wurde 1999 gegründet, erwartet 2017 über 120 Mio. Umsatz, hat über 400 Mitarbeiter sowie jährlich 20% Wachstum und ist für 30 der größten Unternehmen in Deutschland und Österreich – vor allem DAX und Marktführer – tätig.
Einsteigen kannst du bei uns als: 

(Senior) Java Engineer
(Senior) Web/iOS/Android Engineer
(Senior) Backend Generalist
(Senior) DevOps Engineer
(Senior) Security Engineer
(Senior) Cloud Infrastructure Engineer
Solution Architect
Technical Lead

Was wir bieten

Du bist Teil einer jungen, stark wachsenden Mannschaft, die sich gerade neu aufbaut und spannende Projekte bearbeitet
Wir entwickeln Softwareprodukte für große Kunden, aus denen echte digitale Produktivsysteme entstehen
Von der Architekturkonzeption über Prototypen bis zur Marktreife mit Weiterentwicklung kannst du in unterschiedliche Zyklen dabei sein
Als Digital Coder steht dir das Netzwerk der Senacor Community mit 400 Experten zur Verfügung – von Tech-Gurus bis hin zu Fachexperten und Strategen in ganz Deutschland

Was wir erwarten

Die Fähigkeit, sowohl quer zu denken und vieles auszuprobieren als auch komplexe Anwendungen zu bauen
Spaß und Passion im Team und das Bestreben, immer erfolgreich zu liefern
Pioniergeist und Freude am Ausprobieren neuer, aber praktikabler Technologien für den Projekteinsatz
Selbstorganisierte Arbeitsweise in einem dynamischen Projektumfeld
Sehr gute Deutsch- und Englischkenntnisse",software developer (m w) für senacor digital coders lin,Berlin Startup Jobs,software developer  für senacor digital coders berlin,False,False,False,False,4
